Num,Tipo,Voce,Cat,Italiano,Et_Audio
686,lemma,brólo,sm,"prato alberato e recintato, giardino, parco, broilo",brolo
687,lemma,brontolamént,sm,"brontolamento, borbottio",brontolament
688,locuzione,brontolamént de budèle,loc,"brontolio delle visceri, brontolamento delle budella",brontolament de budele
689,lemma,brontolàr,vb,brontolare,brontolar
690,lemma,bronżìn,sm,1. piccola pentola di bronzo; 2. campanello di bronzo,bronzin
691,lemma,brovada,agg,"scottata, scottatura,",brovada
692,lemma,brovàr,vb,"sbollentare, scottare, bollire - anche: brovér, broar",brovar
693,lemma,bròz,sm,carro a due ruote per trascinare la legna,broz
694,lemma,bròz,sm,"persona tracagnotta, tozza, pesante",broz
695,lemma,brozaròl,sm,conducente del broz,brozarol
696,lemma,brudo,agg,"brullo, spoglio, squallido, desolato",brudo
697,locuzione,brudo (nudo e –),loc,"senza nulla addosso, spoglio, arido",brudo (nudo e –)
698,lemma,brufèl,sm,"brufolo, foruncolo, pustola, bollicina - anche: brùfol, brufèle",brufel
699,lemma,brugna,sf,prugna,brugna
700,lemma,brugnàr,sm,prugno (pianta) - anche:brugnara,brugnar
701,lemma,brugnòcola,sf,"bitorzolo, bernoccolo, bozzo, ematoma",brugnocola
702,lemma,brugnòl,sm,"susina, prugnola (gialla o rossa)",brugnol
703,lemma,brugnolàr,sm,prugnolo; pianta di prugne selvatiche,brugnolar
704,lemma,bruma,sf,"rugiada gelata, brina, brinata, foschia",bruma
705,lemma,brumà,agg,"brinato, gelato - anche: embrumà",bruma
706,lemma,bruṡà,agg,bruciato,brusa
707,lemma,bruṡacòr,sm,"acidità di stomaco, bruciore di stomaco",brusacor
708,lemma,bruṡadura,sf,"bruciatura, ustione",brusadura
709,lemma,bruṡàr,vb,"bruciare, incendiare, ardere",brusar
710,lemma,bruscàr,vb,"scornare, tirar cornate (buoi, mucche)",bruscar
711,lemma,brusche,sfpl,"pezzetti di legno di diversa lunghezza, usati per tirare a sorte",brusche
712,lemma,bruschìn,sm,"bruschino, brusca, spazzola per pulire panni o animali",bruschin
713,lemma,bruschinàr,vb,"bruschinare, spazzolare, strigliare col bruschino",bruschinar
714,lemma,bruscol,sm,"bruscolo, pagliuzza, festuca",bruscol
715,lemma,bruṡe,sf,"soffia, (soffiar del fuoco), scotta",bruse
716,lemma,brusèla,sf,"brufolo, foruncolo, pustola (senza pus)",brusela
717,locuzione,brusèle (pién de –),loc,"pieno di brufoli, con tante pustole",brusele (pien de –)
718,lemma,bruṡór,sm,"1. bruciore, infiammazione, irritazione; 2. rodimento, umiliazione",brusor
719,lemma,brusti,smpl,"sanguinacci, boldoni - anche:baldonàz",brusti
720,lemma,brustolà,agg,"abbrustolito, bruciato, abbrustolito",brustola
721,lemma,brustolàr,vb,"abbrustolire, tostare, bruciacchiare",brustolar
722,lemma,brustolìn,sm,"farina bianca tostata per minestre, ecc.",brustolin
723,locuzione,brustolìn (odor de –),loc,odore di bruciaticcio; anche: odór de tacà żó,brustolin (odor de –)
724,lemma,brustolón,sm,1. sanguinaccio; 2. fig. pene,brustolon
725,lemma,brut,agg,"brutto, malfatto, nuvoloso",brut
726,lemma,brut mal,sm,"epilessia, mal caduto; anche: brutmal o mal brut",brut mal
727,lemma,brutàt,agg,bruttarello,brutat
728,lemma,brużer,vb,"muggire lamentoso, mugghiare",bruzer
729,lemma,bùa,sf,"male, dolore (infantile)",bua
730,lemma,budèl,sm,"budello, intestino",budel
731,lemma,budèle,sfpl,"viscere, intestino, budella anche per insaccati",budele
732,lemma,bufa,sf,"vescicola, bolla, vescichetta",bufa
733,locuzione,bufa ai pèi,es,vescicole ai piedi,bufa ai pei
734,lemma,bufét,sm,buffetto,bufet
735,lemma,bufón,sm,"buffone, mattacchione, cialtrone",bufon
736,lemma,bugada,sf,"bucato, lavatura",bugada
737,lemma,buganza,sf,"gelone, pernione",buganza
738,locuzione,buganze ai pèi,es,"geloni ai piedi, arrossamenti o infiammazione dal freddo",buganze ai pei
739,lemma,bugaròl,sm,"ceneraccio, ceneracciolo; lenzuolo per contenere la cenere durante il bucato lisivaz",bugarol
740,lemma,bugàt,sm,"bigatto, verme, larva, bruco",bugat
741,lemma,bugna,sf,"ammaccatura, botta, ecchimosi",bugna
742,lemma,bugna,sm,"persona scontrosa, lunatica, testarda, cocciuta",bugna
743,lemma,bula,sf,"1. pula, buccia del grano; 2. ragazza che tiene molto al suo aspetto esteriore.",bula
744,lemma,bulada,sf,"spacconata, smargiassata, bravata, azione spavalda",bulada
745,lemma,bulazo,sm,"spavaldo, baldanzoso, arrogante, ardito",bulazo
746,lemma,bulo,sm,"bullo, spavaldo, spaccone, gradasso",bulo
747,lemma,buràr,vb,"incornare, battersi a cornate (fra bestie)",burar
748,lemma,buro,sm,burro - anche: botér,buro
749,lemma,burón,sm,"burrone, precipizio, gola",buron
750,lemma,bus,sm,"buco, foro, scavo",bus
751,locuzione,bus (en de'n –),loc,"in un buco, dentro un buco, all'interno di buco",bus (en de'n –)
752,locuzione,bus (pasàr per en – de n'ucia),loc,"cavarsela a stento, portare a casa la pelle",bus (pasar per en – de n'ucia)
753,locuzione,bus (pèżo el tacón del –),loc,peggio la correzione che lo stato originale,bus (pezo el tacon del –)
754,locuzione,bus de af,loc,"alveare, fig. moltitudine rumorosa e minacciosa",bus de af
755,locuzione,bus de l'ucia,loc,cruna,bus de l'ucia
756,lemma,buṡa,sf,"buca, fossa, tana, incavatura",busa
757,locuzione,buṡa de la grasa,loc,"concimaia, letamaio",busa de la grasa
758,locuzione,bùsa (méter en –),loc,"mettere i recipienti di legno nell'acqua perché si rassodino (botte, tino, secchia)",busa (meter en –)
759,lemma,buṡaca,sf,"bisaccia, sacca",busaca
760,lemma,buṡàt,sm,"buchetto, piccolo foro, pertugio, tana degli insetti",busat
761,lemma,buṡata,sf,"buchetta, tana degli insetti, fossetta del mento",busata
762,lemma,buṡnàr,vb,"ronzare delle api, fischiare delle orecchie, ronzare cercare di avvicinare una ragazza",busnar
763,lemma,buṡnór,sm,"ronzio, brusio (delle api)",busnor
764,lemma,busòl,sm,piccolo mazzo di fiori - anche: pusòl,busol
765,locuzione,buṡòl de af,loc,arnia,busol de af
766,lemma,busolòt,sm,"bussolotto, barattolo",busolot
767,lemma,but,sm,"getto, germoglio, gemma, pollone",but
768,lemma,butada,sf,"1. spintone, buttata; 2. battuta, scherzo, ironia 3. grande ripresa di vegetazione",butada
769,lemma,butàr,vb,"1. buttare, gettare, lanciare 2. spingere, crescere, zampillare, sorgere 3. spuntare, germogliare",butar
770,locuzione,butàr 'n òcio,loc,"dare un'occhiata, tenere d'occhio",butar 'n ocio
771,locuzione,butàr (al – del sól),loc,"ai primi raggi del sole, al sorgere del sole",butar (al – del sol)
772,locuzione,butàr a vòlt,loc,"gettare a terra, atterrare",butar a volt
773,locuzione,butàr da na banda,loc,"buttare da qualche parte, togliere di mezzo, rimuovere, scostare",butar da na banda
774,locuzione,butàr dént,loc,"sfondare, irrompere",butar dent
775,locuzione,butàr fòr,loc,"estromettere, espellere, buttare fuori, mescere, scodellare",butar for
776,locuzione,butàr fòr l'ànima,loc,"mettercela tutta, dare il massimo",butar for l'anima
777,locuzione,butar per aria,loc,"buttare all'aria, mettere sottosopra, mettere a soqquadro, stravolgere",butar per aria
778,locuzione,butàr per tèra,loc,"gettare a terra, far cadere a terra",butar per tera
779,locuzione,butàr su,loc,"spingere verso alto, rimettere, vomitare, rigettare",butar su
780,locuzione,butàr su chili,loc,"ingrassare, metter su carne",butar su chili
781,locuzione,butàr via,loc,"buttare via, gettare, sprecare",butar via
782,locuzione,butàr żó,loc,"buttare giù, abbattere, subire, ingoiare, mandare giù",butar zo
783,locuzione,butarse żó,loc,"buttarsi giù, deprimersi, coricarsi, sdraiarsi, mettersi a letto",butarse zo
784,locuzione,buti (l'ha apéna més i –),loc,"è germogliata da poco, ha appena messo i germogli",buti (l'ha apena mes i –)
785,lemma,butòn,sm,"spintone, spinta, raccomandazione, aiuto",buton
786,lemma,bùżera,sf,"fregatura, fandonia, baggianata, sproposito",buzera
787,locuzione,bùżera (far nar żo la –),loc,far perdere la pazienza,buzera (far nar zo la –)
788,lemma,bużerada,sf,"buggerata, bidone, inganno, imbroglio",buzerada
789,lemma,bużeràr,vb,"buggerare, gabbare, imbrogliare",buzerar
790,lemma,bużerón,agg,"scaltro, mariolo, imbroglione",buzeron
